Type,Key Number,Title,KeyCite Treatment,KeyCite URL,Document URL,Court,Date,Citation,Headnote,Document Preview
Custom Digest,101 CORPORATIONS AND BUSINESS ORGANIZATIONS > 101II Disregarding Corporate Entity;  Piercing Corporate Veil > 101k1057 Particular Occasions for Determining Corporate Entity > 101k1072 Income and excess profits tax. >,Coca-Cola Bottling Co. of Gallup v. U.S.,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Ib1e5dbdc8fc911d993e6d35cc61aab4a&rank=778&listSource=Search&list=CUSTOMDIGEST&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,https://www.westlaw.com/Document/Ib1e5dbdc8fc911d993e6d35cc61aab4a/View/FullText.html?listSource=Search&list=CUSTOMDIGEST&rank=778&sessionScopeId=d27776b7a2d69bd2d57afd9cc1c11eb32c67b9bfd35babc0d2937a5e17fe289c&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0#co_anchor_F31971110817,"United States Court of Appeals, Tenth Circuit.","June 18, 1971",443 F.2d 1253,"Taxpayer which held valuable property rights including soft drink franchise for local territory, real property, bottling plant, and water well, filed federal and state income tax returns reporting gross income based on rental value of its assets, and borrowed money from local bank and participated in proceeds of loan made by an individual in return for which it gave mortgage covering its assets served business function and engaged in business activity, notwithstanding it was wholly owned subsidiary, and was taxable entity, separate and apart from its parent, and could not escape federal income tax liability on theory that it was a sham.","Proceeding by taxpayer for refund of federal income taxes paid. The United States District Court for the District of New Mexico, H. Vearle Payne, Chief Judge, sitting without jury, denied..."
Custom Digest,101 CORPORATIONS AND BUSINESS ORGANIZATIONS > 101II Disregarding Corporate Entity;  Piercing Corporate Veil > 101k1057 Particular Occasions for Determining Corporate Entity > 101k1072 Income and excess profits tax. >,Griffin & Co. v. U.S.,,,https://www.westlaw.com/Document/I0d9652f054cb11d9a99c85a9e6023ffa/View/FullText.html?listSource=Search&list=CUSTOMDIGEST&rank=779&sessionScopeId=d27776b7a2d69bd2d57afd9cc1c11eb32c67b9bfd35babc0d2937a5e17fe289c&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0#co_anchor_F51968102655,United States Court of Claims.,"January 19, 1968",182 Ct.Cl. 436,"For federal income tax purposes, wholly-owned subsidiary was not conducting business as entity separate from parent corporation in 1960 and 1961, and, therefore, income reported by subsidiary was taxable to parent corporation, where subsidiary was making sales, F.O.B. parent corporation's plant of items manufactured for subsidiary by parent corporation's ""production"" workers and lacked any employees or plant to carry on its business as manufacturer.","Actions, consolidated for trial, by parent corporation and its wholly-owned subsidiary against United States for refunds of federal income taxes collected from corporations pursuant to..."
Custom Digest,101 CORPORATIONS AND BUSINESS ORGANIZATIONS > 101II Disregarding Corporate Entity;  Piercing Corporate Veil > 101k1057 Particular Occasions for Determining Corporate Entity > 101k1072 Income and excess profits tax. >,Acro Mfg. Co. v. C.I.R.,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I670e45938f0411d9a707f4371c9c34f0&rank=780&listSource=Search&list=CUSTOMDIGEST&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,https://www.westlaw.com/Document/I670e45938f0411d9a707f4371c9c34f0/View/FullText.html?listSource=Search&list=CUSTOMDIGEST&rank=780&sessionScopeId=d27776b7a2d69bd2d57afd9cc1c11eb32c67b9bfd35babc0d2937a5e17fe289c&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0#co_anchor_F61964114777,United States Court of Appeals Sixth Circuit.,"July 8, 1964",334 F.2d 40,"Court of Appeals was not authorized, in action involving income tax liability of parent corporation, to ignore separate entities of parent corporation and subsidiary corporation.","Proceeding to review decision of United States Tax Court, Dawson, J., 39 T.C. 377. The Court of Appeals, Shackelford Miller, Jr., Circuit Judge, held that sale, by parent corporation which..."
Custom Digest,101 CORPORATIONS AND BUSINESS ORGANIZATIONS > 101II Disregarding Corporate Entity;  Piercing Corporate Veil > 101k1057 Particular Occasions for Determining Corporate Entity > 101k1072 Income and excess profits tax. >,"Frito-Lay, Inc. v. U.S.",,,https://www.westlaw.com/Document/I2e3f571254bf11d9bf30d7fdf51b6bd4/View/FullText.html?listSource=Search&list=CUSTOMDIGEST&rank=781&sessionScopeId=d27776b7a2d69bd2d57afd9cc1c11eb32c67b9bfd35babc0d2937a5e17fe289c&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0#co_anchor_F81962112754,"United States District Court N.D. Georgia, Atlanta Division.","October 26, 1962",209 F.Supp. 886,"Corporate taxpayer and its subsidiary, which took title to land from parent and transferred land to construction contractor but retained option to repurchase land and building to be constructed on it by contractor, could not be treated as completely separate entities in determining whether transaction was sale or lease for tax purposes and carefully coordinated activities of both must be considered in determining intent of parties. 26 U.S.C.A. (I.R.C.1954) § 162(a) (3).","Action for recovery of income taxes. The District Court, Morgan, J., held that annual payments made by taxpayer under transaction, whereby taxpayer purchased land for less than $50,000 and..."
Custom Digest,101 CORPORATIONS AND BUSINESS ORGANIZATIONS > 101II Disregarding Corporate Entity;  Piercing Corporate Veil > 101k1057 Particular Occasions for Determining Corporate Entity > 101k1072 Income and excess profits tax. >,C.I.R. v. Oxford Paper Co.,,,https://www.westlaw.com/Document/Iecb507d18e5d11d98e8fb00d6c6a02dd/View/FullText.html?listSource=Search&list=CUSTOMDIGEST&rank=782&sessionScopeId=d27776b7a2d69bd2d57afd9cc1c11eb32c67b9bfd35babc0d2937a5e17fe289c&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0#co_anchor_F31952116739,United States Court of Appeals Second Circuit.,"February 5, 1952",194 F.2d 190,"Fact that a parent-subsidiary relationship existed between two paper companies did not permit the two to be considered as same taxpayer for purpose of federal income, excess profits and declared value excess profits taxes, in view of fact that subsidiary, doing business as separate corporation, would be treated as a different entity.","Proceeding by Commissioner of Internal Revenue against Oxford Paper Company to review a decision of the Tax Court, 15 T.Ct. 361, redetermining deficiencies in the income and excess profits..."
Custom Digest,101 CORPORATIONS AND BUSINESS ORGANIZATIONS > 101II Disregarding Corporate Entity;  Piercing Corporate Veil > 101k1057 Particular Occasions for Determining Corporate Entity > 101k1072 Income and excess profits tax. >,Interstate Transit Lines v. Commissioner of Internal Revenue,,,https://www.westlaw.com/Document/Ib1d764349cbf11d993e6d35cc61aab4a/View/FullText.html?listSource=Search&list=CUSTOMDIGEST&rank=783&sessionScopeId=d27776b7a2d69bd2d57afd9cc1c11eb32c67b9bfd35babc0d2937a5e17fe289c&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0#co_anchor_F21943120523,Supreme Court of the United States,"June 14, 1943",319 U.S. 590,"A corporate taxpayer which operated bus lines, and its wholly owned subsidiary organized to handle taxpayer's intrastate and interstate business in a state in which taxpayer was not permitted to do intrastate business, could not be treated as a single taxing entity, and taxpayer which was liable for operating deficit of subsidiary was not entitled to income tax deduction of such deficit as an ""ordinary and necessary business expense"" of taxpayer. Revenue Act 1936, <a href=""/Link/Document/FullText?findType=L&pubNum=1000546&cite=26USCAS23&originatingDoc=If297f4d941f611e0a982f2e73586a872&refType=LQ&contextData=%28sc.Default%29&transitionType=CustomDigestItem&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e"">§ 23(a), 26 U.S.C.A</a>.Int.Rev.Acts, page 827.","On Writ of Certiorari to the United States Circuit Court of Appeals for the Eighth Circuit. Petition by Interstate Transit Lines to review a decision of the Board of Tax Appeals, 44 B.T.A...."
Custom Digest,101 CORPORATIONS AND BUSINESS ORGANIZATIONS > 101II Disregarding Corporate Entity;  Piercing Corporate Veil > 101k1057 Particular Occasions for Determining Corporate Entity > 101k1072 Income and excess profits tax. >,Phebus Oil Co. v. C. I. R.,,,https://www.westlaw.com/Document/I5d170e89549611d997e0acd5cbb90d3f/View/FullText.html?listSource=Search&list=CUSTOMDIGEST&rank=784&sessionScopeId=d27776b7a2d69bd2d57afd9cc1c11eb32c67b9bfd35babc0d2937a5e17fe289c&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0#co_anchor_F11943118736,"Circuit Court of Appeals, Fifth Circuit.","February 18, 1943",134 F.2d 217,Trustees of trust who elected to create a subsidiary company were bound by all tax consequences that attended creation of such company.,Petition for review of decision of the United States Board of Tax Appeals (District of Louisiana. Petition by the Phebus Oil Company to review a decision of the Board of Tax Appeals...
Custom Digest,101 CORPORATIONS AND BUSINESS ORGANIZATIONS > 101II Disregarding Corporate Entity;  Piercing Corporate Veil > 101k1057 Particular Occasions for Determining Corporate Entity > 101k1072 Income and excess profits tax. >,Esmond Mills v. Commissioner of Internal Revenue,,,https://www.westlaw.com/Document/Ie76291b8549411d997e0acd5cbb90d3f/View/FullText.html?listSource=Search&list=CUSTOMDIGEST&rank=785&sessionScopeId=d27776b7a2d69bd2d57afd9cc1c11eb32c67b9bfd35babc0d2937a5e17fe289c&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0#co_anchor_F21943117123,"Circuit Court of Appeals, First Circuit.","January 7, 1943",132 F.2d 753,"Evidence that wholly owned subsidiary, whose only activity was the purchase of cotton and wool on commission basis for parent corporation, purchased cotton and wool in its own name and retained title thereto until transferred to parent corporation, carried its inventory on its own books, made contracts with third persons in its own name, and filed income tax return reporting commissions paid by parent corporation as income and including a balance sheet listing as inventory wool and cotton held in its own name, sustained Board of Tax Appeals' finding that subsidiary was not merely an ""agent"" of parent corporation but that corporations were ""separate entities"" for the purpose of taxation.",Petition for Review of Decisions of the United States Board of Tax Appeals. Petition by the Esmond Mills and another to review a decision of the Board of Tax Appeals redetermining...
Custom Digest,101 CORPORATIONS AND BUSINESS ORGANIZATIONS > 101II Disregarding Corporate Entity;  Piercing Corporate Veil > 101k1057 Particular Occasions for Determining Corporate Entity > 101k1072 Income and excess profits tax. >,Interstate Transit Lines v. Commissioner of Internal Revenue,,,https://www.westlaw.com/Document/I9e1508b3549111d997e0acd5cbb90d3f/View/FullText.html?listSource=Search&list=CUSTOMDIGEST&rank=786&sessionScopeId=d27776b7a2d69bd2d57afd9cc1c11eb32c67b9bfd35babc0d2937a5e17fe289c&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0#co_anchor_F41942119279,"Circuit Court of Appeals, Eighth Circuit.","July 31, 1942",130 F.2d 136,"Where corporate taxpayer, keeping accounts on accrual basis, in accordance with contract absorbed operating profits or deficits of wholly owned subsidiary organized to take over part of taxpayer's bus business and handle other business which taxpayer could not acquire authority to handle, corporate entity of subsidiary could not be disregarded, but payment by taxpayer of subsidiary's operating deficit without respect to any corresponding unit of benefit to taxpayer or sacrifice of the subsidiary was a ""capital expenditure"" rather than an ""ordinary business expense"" deductible from gross income under Revenue Act of 1936. Revenue Act 1936, <a href=""/Link/Document/FullText?findType=L&pubNum=1000546&cite=26USCAS23&originatingDoc=I556dae2f41cc11e08ac6a0e111d7a898&refType=LQ&contextData=%28sc.Default%29&transitionType=CustomDigestItem&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e"">§ 23(a), 26 U.S.C.A</a>.Int.Rev.Acts, page 827.",On Petition to Review Decision of United States Board of Tax Appeals. Petition by Interstate Transit Lines to review a decision of the Board of Tax Appeals redetermining a deficiency in the...
Custom Digest,101 CORPORATIONS AND BUSINESS ORGANIZATIONS > 101II Disregarding Corporate Entity;  Piercing Corporate Veil > 101k1057 Particular Occasions for Determining Corporate Entity > 101k1072 Income and excess profits tax. >,Page v. Haverty,,,https://www.westlaw.com/Document/I2b6d4f55549311d997e0acd5cbb90d3f/View/FullText.html?listSource=Search&list=CUSTOMDIGEST&rank=787&sessionScopeId=d27776b7a2d69bd2d57afd9cc1c11eb32c67b9bfd35babc0d2937a5e17fe289c&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0#co_anchor_F41942120314,"Circuit Court of Appeals, Fifth Circuit.","June 30, 1942",129 F.2d 512,"Where subsidiaries were not mere instrumentalities of parent corporation but general conduct of affairs and business policies of each subsidiary were fixed by its own officers and directors, and each compensated parent for all services performed for them, subsidiaries were entitled to recognition as separate entities for income tax purposes.","Appeal from the District Court of the United States for the Middle District of Georgia; Bascom S. Deaver, Judge. Action by Clarence Haverty and others, executors of the estate of J. J...."
Custom Digest,101 CORPORATIONS AND BUSINESS ORGANIZATIONS > 101II Disregarding Corporate Entity;  Piercing Corporate Veil > 101k1057 Particular Occasions for Determining Corporate Entity > 101k1072 Income and excess profits tax. >,Texas-Empire Pipe Line Co. v. Commissioner of Internal Revenue,,,https://www.westlaw.com/Document/I2b61b693549311d997e0acd5cbb90d3f/View/FullText.html?listSource=Search&list=CUSTOMDIGEST&rank=788&sessionScopeId=d27776b7a2d69bd2d57afd9cc1c11eb32c67b9bfd35babc0d2937a5e17fe289c&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0#co_anchor_F21942121132,"Circuit Court of Appeals, Tenth Circuit.","March 23, 1942",127 F.2d 220,"Where taxpayer's subsidiary pipe line company had enabled the taxpayer to acquire the power of eminent domain in Illinois and to reduce tax liability by filing a separate return for year 1932, the taxpayer would not be permitted to disregard the corporate entity of the subsidiary so as to avoid payment of tax on gain accruing from subsequent liquidation of the subsidiary. Revenue Act 1932, § 111(b), <a href=""/Link/Document/FullText?findType=L&pubNum=1000546&cite=26USCAS1001&originatingDoc=I556d870d41cc11e08ac6a0e111d7a898&refType=LQ&contextData=%28sc.Default%29&transitionType=CustomDigestItem&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e"">26 U.S.C.A. (I.R.C.1954) § 1001</a>.","HUXMAN, Circuit Judge, Dissenting. On Petition to Review the Decision of the United States Board of Tax Appeals. Petition by the Texas-Empire Pipe Line Company to review a decision of the..."
